2024-03-24,星期日,"约翰福音 5章23节"
2024-03-25,星期一,"约翰福音 1章1节"
2024-03-26,星期二,"腓利比书 2章6节"
2024-03-27,星期三,"约翰福音 14章6节"
2024-03-28,星期四,"使徒行传 4章12节"
2024-03-29,星期五,"彼得前书 2章24节"
2024-03-30,星期六,"哥林多前书 15章3-4节"
2024-03-31,星期日,"马太福音 28章6节"
2024-04-01,星期一,"罗马书 1章3-4节"
2024-04-02,星期二,"马可福音 16章19节"
2024-04-03,星期三,"使徒行传 1章9节"
2024-04-04,星期四,"使徒行传 2章33节"
2024-04-05,星期五,"歌林多后书 1章22节"
2024-04-06,星期六,"约翰福音 14章2-3节"
2024-04-07,星期日,"马太福音 24章30节"
2024-04-08,星期一,"使徒行传 1章11节"
2024-04-09,星期二,"约翰福音 6章14节"
2024-04-10,星期三,"希伯来书 10章21节"
2024-04-11,星期四,"启示录 19章16节"
2024-04-12,星期五,"以弗所书 4章30节"
2024-04-13,星期六,"创世纪 1章2节"
2024-04-14,星期日,"约翰福音 14章16-17节"
2024-04-15,星期一,"约翰福音 16章7-8节"
2024-04-16,星期二,"约翰福音 16章13节"
2024-04-17,星期三,"歌林多前书 2章10节"
2024-04-18,星期四,"歌林多前书 12章11节"
2024-04-19,星期五,"使徒行传 16章7-8节"
2024-04-20,星期六,"歌林多前书 12章3节"
2024-04-21,星期日,"罗马书 8章14节"
2024-04-22,星期一,"罗马书 8章15节"
2024-04-23,星期二,"罗马书 8章16节"
2024-04-24,星期三,"约翰福音 3章5节"
2024-04-25,星期四,"约翰福音 15章26节"
2024-04-26,星期五,"约翰福音 14章26节"
2024-04-27,星期六,"罗马书 8章26节"
2024-04-28,星期日,"罗马书 8章27节"
2024-04-29,星期一,"以弗所书 6章18节"
2024-04-30,星期二,"使徒行传 1章8节"
2024-05-01,星期三,"加拉太书 5章22-23节"
2024-05-02,星期四,"罗马书 8章2节"
2024-05-03,星期五,"罗马书 6章17-18节"
2024-05-04,星期六,"约翰福音 5章24节"
2024-05-05,星期日,"以赛亚书 53章5节"
2024-05-06,星期一,"歌罗西书 1章13节"
2024-05-07,星期二,"约翰一书 4章10节"
2024-05-08,星期三,"约翰福音 14章6节"
2024-05-09,星期四,"使徒行传 4章12节"
2024-05-10,星期五,"罗马书 8章29-30节"
2024-05-11,星期六,"哥林多前书 1章22-24节"
2024-05-12,星期日,"帖撒罗尼迦前书 1章5节"
2024-05-13,星期一,"约翰福音 1章13节"
2024-05-14,星期二,"哥林多后书 5章17节"
2024-05-15,星期三,"约翰福音 3章3节"
2024-05-16,星期四,"约翰福音 3章8节"
2024-05-17,星期五,"约翰福音 3章12节"
2024-05-18,星期六,"约翰福音 3章14-15节"
2024-05-19,星期日,"提多书 3章5节"
2024-05-20,星期一,"彼得前书 1章3节"
2024-05-21,星期二,"使徒行传 3章19节"
2024-05-22,星期三,"使徒行传 20章21节"
2024-05-23,星期四,"罗马书 10章17节"
2024-05-24,星期五,"约翰福音 1章12节"
2024-05-25,星期六,"约翰福音 3章16节"
2024-05-26,星期日,"马太福音 13章20-21节"
2024-05-27,星期一,"罗马书 3章20节"
2024-05-28,星期二,"罗马书 10章9-10节"
2024-05-29,星期三,"哥林多后书 7章10节"
2024-05-30,星期四,"使徒行传 2章38节"
2024-05-31,星期五,"罗马书 2章4节"
2024-06-01,星期六,"以弗所书 2章8-9节"
2024-06-02,星期日,"以弗所书 2章10节"
2024-06-03,星期一,"罗马书 3章22节"
2024-06-04,星期二,"罗马书 3章23-24节"
2024-06-05,星期三,"罗马书 5章1-2节"
2024-06-06,星期四,"罗马书 5章9节"
2024-06-07,星期五,"罗马书 5章10节"
2024-06-08,星期六,"罗马书 5章11节"
2024-06-09,星期日,"加拉太书 4章4-5节"
2024-06-10,星期一,"加拉太书 4章6节"
2024-06-11,星期二,"加拉太书 4章7节"
2024-06-12,星期三,"帖撒罗尼迦后书 2章13节"
2024-06-13,星期四,"罗马书 6章11节"
2024-06-14,星期五,"罗马书 6章12节"
2024-06-15,星期六,"罗马书 6章13节"
2024-06-16,星期日,"罗马书 6章14节"
2024-06-17,星期一,"腓利比书 1章6节"
2024-06-18,星期二,"彼得前书 1章5节"
2024-06-19,星期三,"歌罗西书 1章23节"
2024-06-20,星期四,"罗马书 8章30节"
2024-06-21,星期五,"罗马书 8章17节"
2024-06-22,星期六,"罗马书 8章18节"
2024-06-23,星期日,"腓利比书 3章20节"
2024-06-24,星期一,"腓利比书 3章21节"
2024-06-25,星期二,"彼得前书 1章3-4节"
2024-06-26,星期三,"马太福音 16章16-18节"
2024-06-27,星期四,"使徒行传 20章28节"
2024-06-28,星期五,"以弗所书 1章23节"
2024-06-29,星期六,"以弗所书 5章23节"
2024-06-30,星期日,"约翰福音 4章23-24节"
2024-07-01,星期一,"马太福音 28章19-20节"
2024-07-02,星期二,"使徒行传 1章8节"
2024-07-03,星期三,"使徒行传 2章42节"
2024-07-04,星期四,"彼得前书 4章10节"
2024-07-05,星期五,"罗马书 12章13节"
2024-07-06,星期六,"哥林多前书 5章1-2节"
2024-07-07,星期日,"马可福音 16章15节"
2024-07-08,星期一,"哥林多前书 11章26节"
2024-07-09,星期二,"哥林多前书 11章23-25节"
2024-07-10,星期三,"约翰福音 6章53节"
2024-07-11,星期四,"哥林多前书 10章17节"
2024-07-12,星期五,"哥林多前书 11章28节"
2024-07-13,星期六,"诗篇 1章1-2节"
2024-07-14,星期日,"以弗所书 6章18节"
2024-07-15,星期一,"提摩太后书 4章2节"
2024-07-16,星期二,"诗篇 148章13节"
2024-07-17,星期三,"彼得前书 1章15-16节"
2024-07-18,星期四,"希伯来书 10章24节"
2024-07-19,星期五,"希伯来书 10章25节"
2024-07-20,星期六,"罗马书 12章1节"
2024-07-21,星期日,"罗马书 12章2节"
2024-07-22,星期一,"哥林多前书 15章58节"
2024-07-23,星期二,"罗马书 12章13节"
2024-07-24,星期三,"罗马书 12章14节"
2024-07-25,星期四,"罗马书 12章15节"
2024-07-26,星期五,"罗马书 12章16节"
2024-07-27,星期六,"玛拉基书 3章8节"
2024-07-28,星期日,"玛拉基书 3章10节"
2024-07-29,星期一,"哥林多后书 9章7节"
2024-07-30,星期二,"罗马书 14章8节"
2024-07-31,星期三,"约书亚记 24章15节"
2024-08-01,星期四,"申命记 6章6-7节"
2024-08-02,星期五,"以弗所书 6章1-3节"
2024-08-03,星期六,"以弗所书 6章4节"
2024-08-04,星期日,"罗马书 12章2节"
2024-08-05,星期一,"马太福音 5章14-16节"
2024-08-06,星期二,"使徒行传 20章35节"
2024-08-07,星期三,"罗马书 14章19节"
2024-08-08,星期四,"彼得前书 1章22节"
2024-08-09,星期五,"以弗所书 4章29节"
2024-08-10,星期六,"希伯来书 13章17节"
2024-08-11,星期日,"罗马书 15章7节"
2024-08-12,星期一,"彼得前书 4章10节"
2024-08-13,星期二,"以弗所书 4章11-12节"
2024-08-14,星期三,"腓利比书 2章3-5节"
2024-08-15,星期四,"希伯来书 10章25节"
2024-08-16,星期五,"腓利比书 1章27节"
2024-08-17,星期六,"哥林多前书 16章2节"
2024-08-18,星期日,"利未记 27章30节"
2024-08-19,星期一,"箴言 3章5-6节"
2024-08-20,星期二,"箴言 4章23节"
2024-08-21,星期三,"箴言 9章10节"
2024-08-22,星期四,"箴言 10章19节"
2024-08-23,星期五,"箴言 11章22节"
2024-08-24,星期六,"箴言 12章1节"
2024-08-25,星期日,"箴言 13章24节"
2024-08-26,星期一,"箴言 15章17-18节"
2024-08-27,星期二,"箴言 16章4节"
2024-08-28,星期三,"箴言 16章18节"
2024-08-29,星期四,"箴言 16章32节"
2024-08-30,星期五,"箴言 18章24节"
2024-08-31,星期六,"箴言 19章17节"
2024-09-01,星期日,"箴言 22章26-27节"
2024-09-02,星期一,"箴言 22章29节"
2024-09-03,星期二,"箴言 24章10节"
2024-09-04,星期三,"箴言 24章11节"
2024-09-05,星期四,"箴言 25章15节"
2024-09-06,星期五,"箴言 25章27节"
2024-09-07,星期六,"箴言 28章13节"
2024-09-08,星期日,"箴言 29章22-23节"
2024-09-09,星期一,"箴言 3章33-34节"
2024-09-10,星期二,"传道书 10章20节"
2024-09-11,星期三,"罗马书 12章14节"
2024-09-12,星期四,"腓利比书 4章6-7节"
2024-09-13,星期五,"箴言 28章19-20节"
2024-09-14,星期六,"马太福音 22章37-40节"
2024-09-15,星期日,"罗马书 13章8节"
2024-09-16,星期一,"诗篇 19章1-2节"
2024-09-17,星期二,"罗马书 1章19-20节"
2024-09-18,星期三,"罗马书 8章1-2节"
2024-09-19,星期四,"加拉太书 3章10-11节"
2024-09-20,星期五,"以赛亚书 53章4-6节"
2024-09-21,星期六,"罗马书 3章23-25节"
2024-09-22,星期日,"以弗所书 2章13节"
2024-09-23,星期一,"路加福音 5章31-32节"
2024-09-24,星期二,"使徒行传 2章38节"
2024-09-25,星期三,"帖撒罗尼迦前书 1章9节"
2024-09-26,星期四,"约翰福音 1章1-3节"
2024-09-27,星期五,"约翰福音 1章4-5节"
2024-09-28,星期六,"约翰福音 1章14节"
2024-09-29,星期日,"腓利比书 2章6节"
2024-09-30,星期一,"歌罗西书 1章15节"
2024-10-01,星期二,"歌罗西书 1章16节"
2024-10-02,星期三,"歌罗西书 1章17-18节"
2024-10-03,星期四,"歌罗西书 1章19节"
2024-10-04,星期五,"歌罗西书 1章20节"
2024-10-05,星期六,"歌罗西书 2章9节"
2024-10-06,星期日,"希伯来书 1章1-2节"
2024-10-07,星期一,"希伯来书 1章3节"
2024-10-08,星期二,"马太福音 28章6节"
2024-10-09,星期三,"马可福音 16章6节"
2024-10-10,星期四,"路加福音 24章6-8节"
2024-10-11,星期五,"使徒行传 2章32节"
2024-10-12,星期六,"哥林多前书 15章12-13节"
2024-10-13,星期日,"哥林多前书 15章14节"
2024-10-14,星期一,"哥林多前书 15章17节"
2024-10-15,星期二,"哥林多前书 15章19节"
2024-10-16,星期三,"哥林多前书 15章20-21节"
2024-10-17,星期四,"哥林多前书 15章22节"
2024-10-18,星期五,"帖撒罗尼迦前书 4章14节"
2024-10-19,星期六,"帖撒罗尼迦前书 4章16节"
2024-10-20,星期日,"帖撒罗尼迦后书 1章4节"
2024-10-21,星期一,"帖撒罗尼迦后书 1章6节"
2024-10-22,星期二,"彼得后书 3章8节"
2024-10-23,星期三,"彼得后书 3章9节"
2024-10-24,星期四,"彼得后书 3章10节"
2024-10-25,星期五,"彼得后书 3章13节"
2024-10-26,星期六,"彼得后书 3章14节"
2024-10-27,星期日,"哥林多前书 14章19节"
2024-10-28,星期一,"罗马书 12章4-5节"
2024-10-29,星期二,"以弗所书 4章1节"
2024-10-30,星期三,"以弗所书 4章2-3节"
2024-10-31,星期四,"以弗所书 4章11-12节"
2024-11-01,星期五,"以弗所书 4章13节"
2024-11-02,星期六,"以弗所书 4章14节"
2024-11-03,星期日,"以弗所书 4章15节"
2024-11-04,星期一,"以弗所书 4章16节"
2024-11-05,星期二,"马太福音 22章20-21节"
2024-11-06,星期三,"罗马书 13章1节"
2024-11-07,星期四,"罗马书 13章2节"
2024-11-08,星期五,"罗马书 13章7节"
2024-11-09,星期六,"提摩太前书 2章1-2节"
2024-11-10,星期日,"彼得前书 2章17节"
2024-11-11,星期一,"使徒行传 5章29节"
2024-11-12,星期二,"以弗所书 6章5节"
2024-11-13,星期三,"以弗所书 6章9节"
2024-11-14,星期四,"歌罗西书 3章23-24节"
2024-11-15,星期五,"提摩太前书 5章8节"
2024-11-16,星期六,"提摩太前书 5章17节"
2024-11-17,星期日,"马太福音 16章18节"
2024-11-18,星期一,"提摩太前书 3章1节"
2024-11-19,星期二,"提摩太前书 3章2节"
2024-11-20,星期三,"提摩太前书 3章6节"
2024-11-21,星期四,"提摩太前书 3章7节"
2024-11-22,星期五,"马太福音 18章15节"
2024-11-23,星期六,"提摩太前书 2章12-13节"
2024-11-24,星期日,"箴言 31章30-31节"
2024-11-25,星期一,"提摩太前书 6章17节"
2024-11-26,星期二,"希伯来书 13章16节"
2024-11-27,星期三,"约翰一书 3章17节"
2024-11-28,星期四,"提摩太前书 6章6-8节"
2024-11-29,星期五,"提摩太前书 6章10节"
2024-11-30,星期六,"提摩太前书 6章20-21节"
2024-12-01,星期日,"创世纪 2章18节"
2024-12-02,星期一,"创世纪 2章24节"
2024-12-03,星期二,"传道书 4章9节"
2024-12-04,星期三,"传道书 4章10节"
2024-12-05,星期四,"传道书 4章12节"
2024-12-06,星期五,"以弗所书 5章31-32节"
2024-12-07,星期六,"以弗所书 5章33节"
2024-12-08,星期日,"歌罗西书 3章18-19节"
2024-12-09,星期一,"歌罗西书 3章20-21节"
2024-12-10,星期二,"玛拉基书 2章16节"
2024-12-11,星期三,"马太福音 19章9节"
2024-12-12,星期四,"哥林多前书 7章15节"
2024-12-13,星期五,"启示录 20章15节"
2024-12-14,星期六,"马太福音 5章23-24节"
2024-12-15,星期日,"路加福音 22章25-26节"
2024-12-16,星期一,"使徒行传 2章38-39节"
2024-12-17,星期二,"使徒行传 16章15节"
2024-12-18,星期三,"罗马书 8章28-30节"
2024-12-19,星期四,"以弗所书 4章1-3节"
2024-12-20,星期五,"以赛亚书 58章13-14节"
2024-12-21,星期六,"罗马书 14章1-3节"
2024-12-22,星期日,"罗马书 14章14节"
2024-12-23,星期一,"罗马书 14章17节"
2024-12-24,星期二,"罗马书 14章20-21节"
2024-12-25,星期三,"罗马书 14章22-23节"
2024-12-26,星期四,"帖撒罗尼迦前书 3章10-12节"
2024-12-27,星期五,"彼得前书 3章18节"
2024-12-28,星期六,"以弗所书 4章28节"
2024-12-29,星期日,"诗篇 127章3-5节"
2024-12-30,星期一,"创世纪 9章6节"
2024-12-31,星期二,"申命记 11章11-12节"
